QGC WPL 110
0	0	3	16	0	0	0	0	1941456.22534	6292440.01	0	0
0	0	3	16	0	0	0	0	32.9909184983	-117.128036305	12.15207685546875	0
0	0	3	16	0	0	0	0	32.9909184983	-117.128036305	12.15207685546875	0
0	0	3	16	0	0	0	0	32.9909289072	-117.128031479	12.192000000000007	0
0	0	3	16	0	0	0	0	32.9909564829	-117.128018691	12.070537646484382	0
0	0	3	16	0	0	0	0	32.9909840586	-117.128005904	12.006355517578129	0
0	0	3	16	0	0	0	0	32.9909873478	-117.128004379	11.899831787109378	0
0	0	3	16	0	0	0	0	32.9910116343	-117.127993117	11.949075292968757	0
0	0	3	16	0	0	0	0	32.99103921	-117.12798033	11.908798681640633	0
0	0	3	16	0	0	0	0	32.9910561973	-117.127972453	11.82119472656251	0
0	0	3	16	0	0	0	0	32.9910667857	-117.127967543	11.874679833984374	0
0	0	3	16	0	0	0	0	32.9910943614	-117.127954756	11.765533007812508	0
0	0	3	16	0	0	0	0	32.9911219371	-117.127941969	11.667213427734367	0
0	0	3	16	0	0	0	0	32.9911250468	-117.127940527	11.571386718750006	0
0	0	3	16	0	0	0	0	32.9911495128	-117.127929182	11.640889453124998	0
0	0	3	16	0	0	0	0	32.9911770885	-117.127916395	11.569600781249989	0
0	0	3	16	0	0	0	0	32.9911938963	-117.127908601	11.503428076171872	0
0	0	3	16	0	0	0	0	32.9912046642	-117.127903608	11.543704687499996	0
0	0	3	16	0	0	0	0	32.9912322398	-117.12789082	11.51784580078126	0
0	0	3	16	0	0	0	0	32.9912598155	-117.127878033	11.431581298828121	0
0	0	3	16	0	0	0	0	32.9912627458	-117.127876674	11.243016064453116	0
0	0	3	16	0	0	0	0	32.9912873912	-117.127865246	11.19944663085937	0
0	0	3	16	0	0	0	0	32.9913149669	-117.127852459	10.731344970703134	0
0	0	3	16	0	0	0	0	32.9913315953	-117.127844748	9.54073857421875	0
0	0	3	16	0	0	0	0	32.9913425426	-117.127839672	8.473678124999992	0
