QGC WPL 110
0	0	3	16	0	0	0	0	1941490.0	6292453.53747	0	0
0	0	3	16	0	0	0	0	32.9910116343	-117.127993117	12.434924707031257	0
0	0	3	16	0	0	0	0	32.9910116343	-117.127993117	12.434924707031257	0
0	0	3	16	0	0	0	0	32.9911219371	-117.127941969	12.151723388671883	0
0	0	3	16	0	0	0	0	32.9912322398	-117.12789082	11.883814160156248	0
0	0	3	16	0	0	0	0	32.9913315953	-117.127844748	11.67450600585937	0
0	0	3	16	0	0	0	0	32.9914252696	-117.12780131	8.716602832031242	0
0	0	3	16	0	0	0	0	32.9915355723	-117.127750161	3.0773005371093802	0
0	0	3	16	0	0	0	0	32.991645875	-117.127699012	-0.7439731933593805	0
0	0	3	16	0	0	0	0	32.991744692	-117.127653189	-4.036441992187491	0
0	0	3	16	0	0	0	0	32.9918389047	-117.127609501	-6.81385385742189	0
0	0	3	16	0	0	0	0	32.9919492073	-117.127558352	-8.914748876953126	0
0	0	3	16	0	0	0	0	32.991978	-117.127545	-11.528896289062516	0
0	0	3	16	0	0	0	0	32.9919211816	-117.127634586	-9.90233510742189	0
0	0	3	16	0	0	0	0	32.9919211816	-117.127634586	-9.90233510742189	0
0	0	3	16	0	0	0	0	32.9918655899	-117.127722237	-7.57183549804688	0
0	0	3	16	0	0	0	0	32.9918099981	-117.127809888	-5.9479160156249975	0
0	0	3	16	0	0	0	0	32.9917544063	-117.127897539	-4.0511387695312635	0
0	0	3	16	0	0	0	0	32.9916988144	-117.12798519	-1.842510791015627	0
0	0	3	16	0	0	0	0	32.9916432225	-117.128072841	2.1276654785156097	0
0	0	3	16	0	0	0	0	32.9915876304	-117.128160492	7.7237704101562485	0
0	0	3	16	0	0	0	0	32.9915320384	-117.128248143	10.365041748046878	0
0	0	3	16	0	0	0	0	32.991489	-117.128316	10.4565896484375	0
0	0	3	16	0	0	0	0	32.9915865266	-117.128316	10.380519873046865	0
0	0	3	16	0	0	0	0	32.9915865266	-117.128316	10.380519873046865	0
0	0	3	16	0	0	0	0	32.9916964664	-117.128316	10.155138281250004	0
0	0	3	16	0	0	0	0	32.9918064062	-117.128316	7.128774169921883	0
0	0	3	16	0	0	0	0	32.991916346	-117.128316	1.3877106445312393	0
0	0	3	16	0	0	0	0	32.9920262859	-117.128316	-4.663585107421881	0
0	0	3	16	0	0	0	0	32.9921362257	-117.128316	-10.160830957031266	0
0	0	3	16	0	0	0	0	32.992193	-117.128316	-13.098939990234385	0
0	0	3	16	0	0	0	0	32.9921083704	-117.128368156	-12.521542675781262	0
0	0	3	16	0	0	0	0	32.9921083704	-117.128368156	-12.521542675781262	0
0	0	3	16	0	0	0	0	32.9920255532	-117.128419195	-9.798676318359384	0
0	0	3	16	0	0	0	0	32.991942736	-117.128470234	-5.54395927734376	0
0	0	3	16	0	0	0	0	32.9918599187	-117.128521272	-0.9046145507812469	0
0	0	3	16	0	0	0	0	32.9917771014	-117.128572311	3.6314248535156253	0
0	0	3	16	0	0	0	0	32.9916942841	-117.128623349	7.993056298828122	0
0	0	3	16	0	0	0	0	32.9916114668	-117.128674388	9.819289013671863	0
0	0	3	16	0	0	0	0	32.9915286494	-117.128725426	9.825390966796874	0
0	0	3	16	0	0	0	0	32.991445832	-117.128776464	9.96551264648437	0
0	0	3	16	0	0	0	0	32.991419	-117.128793	10.0093611328125	0
